#{"t_start": 1525892454.660609, "env_id": "Hopper-v1"}
r,l,t
3333.179713,1000,1165.861481
2205.372857,649,1166.466214
3245.544849,1000,1168.337134
1835.484845,536,1168.837673
1648.124819,485,1169.288697
1243.873253,353,1169.621936
3306.583511,979,1171.650966
2643.546492,779,1172.483226
1473.213751,428,1174.054231
2314.086362,678,1174.702255
1996.313258,582,1175.258382
3331.249444,977,1177.187813
754.556489,223,1177.40424
1605.14523,469,1177.912615
3291.143303,1000,1178.856574
1555.050285,453,1180.382941
3268.210668,1000,1181.434924
1755.202518,506,1181.996861
2022.126846,588,1183.616908
3117.048979,920,1184.514048
1783.225065,516,1184.999639
1183.027677,338,1186.387963
1437.799339,414,1186.82541
2733.027752,807,1187.719996
1301.537131,377,1188.145684
2305.153354,672,1190.006999
1445.319042,418,1190.427693
2709.456134,794,1191.170698
2848.319534,825,1192.893587
3073.619103,902,1193.791828
1114.68027,319,1194.160717
997.634382,289,1194.490016
2801.808918,820,1196.310515
1156.430113,332,1196.633638
3261.007417,1000,1197.69933
1938.500679,565,1199.182873
1035.763806,304,1199.474627
986.329456,288,1199.791426
1876.70511,547,1200.313634
1671.901369,481,1200.842559
2609.082749,769,1202.766229
1747.395669,505,1203.338474
2342.234246,683,1204.057642
3389.542602,1000,1206.053686
702.29518,210,1206.25993
2479.717278,728,1206.95576
2881.486274,840,1208.876958
2527.42424,740,1209.656015
1046.270305,301,1209.978525
694.036062,205,1210.230072
1730.575308,502,1211.751852
1357.272205,391,1212.198602
1526.990931,438,1212.670947
2171.440521,638,1213.258157
1875.233114,544,1214.779686
1075.458421,309,1215.064692
1019.609396,298,1215.380297
2411.23374,702,1216.054119
3298.814407,1000,1218.010543
945.092129,268,1218.355291
828.044081,237,1218.595095
1098.27702,313,1218.887122
1682.706274,491,1219.350115
3288.125196,1000,1221.546367
1595.639623,463,1222.008264
2399.751619,705,1222.814893
1703.805954,488,1224.523563
1727.26798,502,1225.114527
1613.293677,472,1225.599628
1866.515522,547,1226.145994
1589.7336,468,1227.660621
1311.399128,383,1228.020742
1828.440329,536,1228.586288
998.730552,288,1228.86439
2673.249086,773,1230.649093
1232.686787,357,1230.988851
1592.660858,473,1231.472358
2945.904887,861,1232.383247
1450.350315,419,1233.756175
903.021021,258,1234.003222
1005.547777,292,1234.280973
2747.919752,810,1235.134988
1219.140239,345,1236.534896
2195.729164,637,1237.301364
1693.43297,493,1237.799389
2340.202707,682,1238.474645
2103.714125,612,1239.991524
1601.45542,467,1240.431587
1594.712562,467,1240.87185
918.107613,258,1241.110167
3413.544166,999,1243.015273
2750.855565,809,1243.838469
2460.863144,720,1245.709686
2530.186474,740,1246.459361
3317.969878,1000,1247.396762
3263.82387,954,1249.247593
3273.83351,1000,1250.321689
2572.70901,741,1252.042266
1490.62393,432,1252.490361
1062.913172,307,1252.79593
1670.496786,480,1253.244549
1807.533315,528,1255.07169
3428.454674,1000,1256.126359
1734.981817,505,1256.689298
3282.074035,1000,1258.88621
2265.46755,662,1259.481615
1246.545255,356,1259.801365
1102.848672,314,1260.14346
1472.320268,427,1261.691407
1594.651121,463,1262.21443
2142.376118,626,1262.908716
1273.473959,367,1263.256298
1791.909919,515,1264.725251
985.901424,280,1265.031493
3004.197286,883,1265.980229
1572.193266,458,1266.468306
2089.208765,609,1267.999699
1615.509253,472,1268.466967
1598.339183,472,1268.946526
1916.578041,558,1269.566735
1274.377435,370,1271.000261
1225.146919,352,1271.342267
2985.958133,884,1272.267131
1185.898782,334,1272.564794
2139.032262,630,1274.152853
1717.335434,500,1274.629724
1571.284213,458,1275.086132
3297.751483,1000,1277.07941
726.333858,217,1277.27508
2135.569262,629,1277.845884
2161.410285,639,1278.43015
1260.594189,363,1280.027183
1946.967907,581,1280.67242
1001.796275,289,1280.97289
2047.275397,589,1281.604783
893.513838,253,1281.873134
2131.841546,617,1283.571562
2053.213336,596,1284.263194
1755.724375,501,1284.925262
1559.202158,454,1285.458393
1541.308518,445,1286.884212
3299.653741,1000,1287.928564
2228.469597,647,1288.528572
3282.63016,965,1290.41803
2486.409563,723,1291.127842
722.538825,215,1291.325349
2782.277924,814,1293.117255
2928.651301,851,1293.969049
2699.649544,787,1296.17978
2438.700205,716,1297.01582
2042.632157,590,1297.74756
2196.28153,650,1299.61275
1811.100249,524,1300.166903
1571.811764,456,1300.650145
997.92127,286,1300.934045
1270.47537,369,1301.322215
1972.561712,568,1302.841642
2406.60283,698,1303.495915
2011.995462,586,1304.113936
3341.455668,986,1305.965637
2115.427104,613,1306.54243
1936.193736,564,1307.065601
1767.98214,513,1308.47982
757.610234,221,1308.691044
1987.323601,578,1309.226898
2875.400803,835,1310.013349
1417.848787,411,1311.418607
2468.898358,719,1312.128262
1012.9282,296,1312.43648
961.161275,278,1312.744858
3296.997579,1000,1314.687877
2685.382327,790,1315.422424
1899.069783,551,1315.944785
1268.381612,364,1316.288703
3278.865067,1000,1318.181353
2172.029766,636,1318.777504
1626.388946,479,1319.226734
1613.846848,472,1320.620891
3297.977795,1000,1321.558396
1580.865517,460,1321.990067
1591.63735,465,1323.356462
2319.287586,673,1323.98935
2339.345045,676,1324.615721
2701.922404,796,1326.301346
1851.300069,537,1326.801286
3184.589849,932,1327.671109
2458.917729,719,1329.284076
2263.634879,662,1329.908244
2841.669225,830,1331.6278
2380.715455,691,1332.279879
952.326029,270,1332.534486
1702.428782,493,1332.999403
2929.056136,855,1334.730164
1701.202478,497,1335.194701
1217.563076,352,1335.522046
1641.22367,476,1335.968045
2487.464828,728,1337.590481
1833.555042,534,1338.092688
925.020425,261,1338.333959
1005.857195,292,1338.608525
1574.681657,461,1339.04404
2123.223559,623,1340.569837
995.938962,289,1340.842303
1130.957266,323,1341.146239
959.454352,270,1341.393765
1449.690978,419,1341.787403
1811.035984,528,1343.238801
1465.854249,420,1343.633795
1299.248482,382,1343.990636
959.7684,278,1344.248045
1660.478573,485,1344.700189
2139.706245,627,1346.231227
1412.255053,407,1346.611703
2732.595018,802,1347.359786
1242.749971,359,1347.696066
421.657269,144,1348.767271
1877.076511,545,1349.279009
1438.603099,417,1349.66689
740.601025,218,1349.871521
1830.156065,534,1350.368572
870.314024,246,1350.602659
1512.883389,444,1351.979064
3303.762876,1000,1352.911195
1272.912081,367,1353.252005
1142.259152,329,1354.502012
1620.5441,472,1354.95415
2529.937442,737,1355.641026
1496.105791,431,1356.046185
1727.592973,504,1357.455501
1214.260701,347,1357.783961
1537.206511,441,1358.192575
2625.256215,764,1358.902017
1296.402998,377,1359.255601
1567.111601,460,1360.624032
2006.959134,581,1361.165796
1427.5606,417,1361.555619
1329.408704,388,1361.917223
1828.475978,531,1363.352478
1938.217198,569,1363.885941
2008.297692,582,1364.425666
1481.319942,432,1364.834037
1301.922858,382,1366.135987
1517.226189,438,1366.541803
2545.993575,742,1367.235557
1260.740213,357,1367.569726
3265.365032,957,1369.400187
1811.303608,528,1369.89549
1490.339579,431,1370.297122
1310.075225,380,1370.655482
3028.439986,882,1372.419144
3290.391658,1000,1373.36761
1550.041955,450,1374.732812
1259.416598,366,1375.078417
1385.067245,400,1375.446626
1268.603012,363,1375.78692
2461.196838,723,1377.402012
1483.928903,422,1377.808914
1285.720619,374,1378.163027
1603.317318,466,1378.595128
2670.717783,775,1380.250509
1022.479736,299,1380.530163
2718.045656,796,1381.273881
1123.045936,321,1381.578976
2113.86041,628,1383.118034
3314.781742,1000,1384.06017
2756.598814,809,1384.812016
1503.033018,438,1386.161005
1263.212184,367,1386.500646
3293.033938,1000,1387.441119
1698.154335,492,1388.844894
3010.327195,884,1389.671674
1849.008248,540,1390.18043
1417.261978,413,1390.565874
1546.200059,445,1391.925803
3217.463349,932,1392.794641
3284.138827,1000,1394.668229
1855.175587,539,1395.174363
2318.207491,673,1395.801855
1814.051641,529,1396.298528
3186.455925,937,1398.127898
2312.773207,672,1398.752692
2515.581383,738,1400.376889
1006.327765,290,1400.651275
954.285089,273,1400.909286
1401.671972,404,1401.286288
1284.323528,370,1401.631324
1469.433311,419,1402.029108
2463.795097,727,1403.656939
2728.690869,795,1404.395035
2228.047081,649,1405.004355
1895.25879,554,1406.457331
3306.860423,1000,1407.392691
2090.975492,606,1408.905846
3318.428222,1000,1409.834433
1681.545309,487,1410.290346
3301.514393,1000,1412.176233
1617.664327,474,1412.617347
2432.241791,713,1413.282069
1549.084311,448,1414.643303
1913.669898,561,1415.167011
1591.266004,465,1415.601491
1142.623091,331,1415.913619
3292.196263,1000,1417.799339
2708.468578,795,1418.540892
2057.474403,597,1419.102282
2686.244733,798,1420.788655
1981.779088,582,1421.330307
934.277309,264,1421.578286
2447.567297,722,1423.195242
1614.547527,470,1423.639826
2024.449707,589,1424.195384
1113.397202,315,1424.487221
3295.815128,1000,1426.363229
1364.787918,395,1426.733387
1155.713758,328,1427.043348
2511.118025,734,1427.779016
3318.005981,1000,1429.685642
720.985658,217,1429.889987
2545.18823,741,1430.586671
1097.137802,315,1431.820944
3085.614845,910,1432.670317
2155.965955,629,1433.27328
1832.308921,529,1434.708111
1200.193234,341,1435.035562
1665.247518,481,1435.478727
1456.392418,420,1435.870637
2804.429459,810,1437.568786
2823.487721,824,1438.336283
2048.30012,591,1438.891791
3176.381326,926,1440.692155
1604.178652,467,1441.134541
1805.011606,519,1441.615942
1100.552045,314,1441.911186
1440.779373,417,1443.256642
1126.900584,322,1443.557514
2408.754,698,1444.213798
3299.251291,971,1445.121352
2556.864403,752,1446.765848
2152.209203,627,1447.350486
793.887328,234,1447.573757
2961.804653,873,1449.332192
2109.316568,616,1449.910602
858.465112,240,1450.13429
3044.72205,891,1451.906816
1778.342352,514,1452.383553
1304.759346,382,1452.744706
3267.693853,1000,1453.679499
2914.343356,851,1455.415013
3301.424222,1000,1456.347643
3273.826816,1000,1458.234736
3004.066422,882,1459.064085
3292.601757,1000,1460.967711
1819.143429,525,1461.459367
796.284626,229,1461.677675
1923.791349,563,1462.211465
1050.266113,302,1463.46502
2307.974773,670,1464.165314
2505.611975,734,1464.956334
2377.029582,693,1466.581572
1383.301075,402,1466.948886
1588.600293,467,1467.36902
981.680326,278,1467.618268
1885.442194,546,1468.10842
1279.370997,370,1469.381591
3292.169445,1000,1470.286713
1866.368256,546,1470.780293
1262.685539,363,1472.002583
1656.12721,483,1472.437718
2739.38851,807,1473.16699
3329.964956,1000,1474.973684
1371.550787,396,1475.333163
3273.421607,1000,1476.227988
1220.268123,348,1477.42257
1339.057251,391,1477.77478
3301.824203,1000,1478.667728
1009.428107,288,1478.928157
2179.419895,635,1480.385319
2562.909069,747,1481.051938
1303.215668,383,1481.393935
1921.026973,567,1481.902002
2819.990628,820,1483.533946
3062.303868,895,1484.335758
2314.387893,672,1485.824181
1942.33348,567,1486.330506
2735.559504,797,1487.039941
1838.947061,534,1488.398055
1913.574419,563,1488.900412
872.709727,250,1489.124591
2285.309073,669,1489.719461
1358.768316,391,1490.071014
2945.92442,859,1491.723234
1878.920169,548,1492.213168
1031.94999,300,1492.480952
2228.023126,650,1493.960427
3306.644936,976,1494.833303
1300.714139,378,1495.170602
1379.237368,400,1495.529225
1627.654616,474,1496.838776
2156.263475,625,1497.396854
2033.416194,592,1497.926345
1196.349347,339,1498.227844
1604.042344,469,1499.534527
2941.688217,855,1500.300683
3266.392455,948,1502.033877
708.367646,213,1502.225134
2172.532994,637,1502.794824
3416.107821,1000,1503.68506
